date,avgmem,avgcpu
1594652400000000,0.4799798295613492,0.2575932489539658
1594652700000000,0.4534570795873668,0.2499114205313668
1594653000000000,0.433067959854697,0.2337168523329031
1594653300000000,0.4417156858684496,0.2408755584064752
1594653600000000,0.4485546888321683,0.2634585569882651
1594653900000000,0.4330321555597187,0.273179129699068
1594654200000000,0.4405415895495799,0.2927192107023758
1594654500000000,0.4776875588605433,0.3197848394947912
1594654800000000,0.4684210655981417,0.324709526800665
1594655100000000,0.5000165314219582,0.3532968851477642
1594655400000000,0.5193156922125164,0.3855308234880121
1594655700000000,0.5057318446037808,0.4075632471037294
1594656000000000,0.5036602816032916,0.4182123798970104
1594656300000000,0.5041270707815408,0.4275450439890084
1594656600000000,0.5095096405905319,0.4415274048205003
1594656900000000,0.5209648148175892,0.4630234522117473
1594657200000000,0.5329900974334705,0.5673858616070855
1594657500000000,0.5389880801217295,0.5794988974563483
1594657800000000,0.5307191347316156,0.5626517928109922
1594658100000000,0.5284239178801262,0.5489824034206758
1594658400000000,0.5346460036484819,0.555720063091281
1594658700000000,0.5191001709923726,0.5346811457399875
1594659000000000,0.5017694371081927,0.5064450737885564
1594659300000000,0.4940034916909488,0.4933569589929643
1594659600000000,0.4778327182373023,0.4651299357894604
1594659900000000,0.4623661027459574,0.4354741791186591
1594660200000000,0.4421000499142137,0.4067780261603724
1594660500000000,0.4478073961656295,0.3664837979448292
1594660800000000,0.4729788131190877,0.3555952124060439
1594661100000000,0.4728574893835145,0.3479477377996668
1594661400000000,0.4447492612393387,0.3205016028740342
1594661700000000,0.4249491942689835,0.3015576989025739
1594662000000000,0.421759132949571,0.2954208746995563
1594662300000000,0.4139810686059749,0.290810818482344
1594662600000000,0.424624296033883,0.2808194795244143
1594662900000000,0.4170797734986036,0.2691543384961284
1594663200000000,0.4108092168651657,0.2643716218521335
1594663500000000,0.4146579671867246,0.2635201425887598
1594663800000000,0.3966070880262483,0.2509175213854958
1594664100000000,0.3968645469780633,0.2630989714835452
1594664400000000,0.4021253747215464,0.2777929570831895
1594664700000000,0.3951832327364855,0.2722361557672899
1594665000000000,0.3759229900896608,0.2514400851253734
1594665300000000,0.3672976533702651,0.2462312322103614
1594665600000000,0.3748912179274797,0.2731577395454537
1594665900000000,0.3371136444142574,0.2467497459450803
1594666200000000,0.3433491800085719,0.2516519638457679
1594666500000000,0.324941601162868,0.2387386366888693
1594666800000000,0.3430205023173788,0.2414205162166584
1594667100000000,0.3588969504508162,0.2582262839840289
1594667400000000,0.3724459495931321,0.2678885363366227
1594667700000000,0.3561754978531109,0.2606414883323711
1594668000000000,0.3686593027371743,0.2698289721399363
1594668300000000,0.3563916199607093,0.2699351562642753
1594668600000000,0.3663079086702546,0.3556044806486658
1594668900000000,0.3662651545559645,0.3854805629590128
1594669200000000,0.3340829589774329,0.3631376151098698
1594669500000000,0.3395380402325997,0.3727984700586929
1594669800000000,0.3412952988026042,0.3862696709957501
1594670100000000,0.3377394403310119,0.3845884776730777
1594670400000000,0.3488721441370826,0.3923038452089076
1594670700000000,0.4129057137205852,0.4106656164819676
1594671000000000,0.4200618589397797,0.4057031742659835
1594671300000000,0.4073389004034979,0.3890796722400343
1594671600000000,0.4205184296549846,0.4048583296974986
1594671900000000,0.4489732846641852,0.4298264738079793
1594672200000000,0.4475952885011159,0.426595258956045
1594672500000000,0.4289153387717927,0.4889478922016388
1594672800000000,0.4379946154652139,0.5058748252494996
1594673100000000,0.4385646828378191,0.4910058829143306
1594673400000000,0.4119170025728787,0.4555778370724939
1594673700000000,0.3961709448014074,0.425758817061907
1594674000000000,0.4193418229396941,0.4284757862059222
1594674300000000,0.4108005226745622,0.4149811364439251
1594674600000000,0.4065215973639064,0.4147073584192116
1594674900000000,0.4049765647389138,0.3932918710305442
1594675200000000,0.4061891134643833,0.384258089248722
1594675500000000,0.4029937135245777,0.3855472732978319
1594675800000000,0.4012609087970247,0.3827381973743374
1594676100000000,0.3969140300244149,0.3727997589216358
1594676400000000,0.4016356478021359,0.3702933987633774
1594676700000000,0.4057962992335277,0.3700975442394181
1594677000000000,0.4111250489836506,0.3708224971485377
1594677300000000,0.3988444784475584,0.3533077971546247
1594677600000000,0.3857073297178294,0.3456972209946738
1594677900000000,0.3999727591747278,0.3583908820672928
1594678200000000,0.402918196173843,0.3694810324039583
1594678500000000,0.4063024289794553,0.3792314775411085
1594678800000000,0.3992343009659591,0.3915664643525456
1594679100000000,0.401511498143257,0.399779287367439
1594679400000000,0.3926487218359351,0.4008638101901151
1594679700000000,0.3784226670897273,0.3710962010018399
1594680000000000,0.3756254194981471,0.3541836965695722
1594680300000000,0.3767032260857153,0.3600453332359516
1594680600000000,0.3886437492493571,0.3540484698742361
1594680900000000,0.3971716853743479,0.3590003458461784
1594681200000000,0.3918727871640647,0.3595543678645539
1594681500000000,0.3915546551191344,0.3538919307904776
1594681800000000,0.3934045701191958,0.3677743917440178
1594682100000000,0.3974629655979737,0.370536869018418
1594682400000000,0.3904361177705063,0.3598520998606479
1594682700000000,0.3871282326580719,0.3790038279495897
1594683000000000,0.3844478499196841,0.3837984244389881
1594683300000000,0.3765139101878689,0.3894065322808473
1594683600000000,0.3694993891261128,0.3870382376828175
1594683900000000,0.3750688010523379,0.3934280538824103
1594684200000000,0.382796177073047,0.3940625066138424
1594684500000000,0.3856002753874641,0.3896950574434846
1594684800000000,0.3666173095537642,0.3802496654697581
1594685100000000,0.3681326343706798,0.3868927764344989
1594685400000000,0.3798983851061181,0.3968265117926489
1594685700000000,0.3828450209777674,0.3994408902193883
1594686000000000,0.3696250337864248,0.4117847786044343
1594686300000000,0.3020082338037075,0.3953584534263227
1594686600000000,0.3144140787401963,0.3979221414186543
1594686900000000,0.3216001533424321,0.3944429605288643
1594687200000000,0.3263019182397587,0.4346039431757228
1594687500000000,0.3053730251687928,0.4411516545962117
1594687800000000,0.2999949608452661,0.4379268756975302
1594688100000000,0.2889429833715646,0.4341985590354298
1594688400000000,0.2779210196419998,0.4289184806316318
1594688700000000,0.2865284416180279,0.4371675336074545
1594689000000000,0.2856276971393381,0.4376059694054339
1594689300000000,0.2766047161378477,0.4220455309469223
1594689600000000,0.2719127375219192,0.4094864506446426
1594689900000000,0.2587566667658548,0.3940843090044924
1594690200000000,0.2388185672580003,0.3748332469270559
1594690500000000,0.2578643052668106,0.3557202199383952
1594690800000000,0.2582492176700112,0.3499677064449208
1594691100000000,0.2781402821294222,0.353549765982061
1594691400000000,0.2809215999234807,0.3476707150412146
1594691700000000,0.2585606192685873,0.3210503897286808
1594692000000000,0.2435394400639234,0.3082204633963825
1594692300000000,0.2443621470637578,0.3016893028089336
1594692600000000,0.2347385742529505,0.2943000523898256
